,brands,prices,tier
2296,Anna Weatherley,,['designer']
2297,Thom Browne,,['designer']
2298,Salvatore Ferragamo,MMM,['designer']
2299,Etro,KKK,['designer']
2300,Cinq a Sept,MMM,['mid']
2301,Chiara Boni La Petite Robe,MMM,['mid']
2302,Cesta Collective,,['designer']
2303,Gerard Darel,,['designer']
2304,Les Reveries,MMM,['mid']
2305,Prada,MMM,['designer']
2306,Charlotte Chesnais,,['designer']
2307,MARC JACOBS,MMM,['designer']
2308,Modern Weaving,,['designer']
2309,RED Valentino,,['designer']
2310,SWEAR,,['designer']
2311,Gucci,,['designer']
2312,Karl Lagerfeld,GGG,['designer']
2313,Oliver Peoples,,['designer']
2314,Tom Ford,,['designer']
2315,Dion Lee,MMM,['mid']
2316,Nanushka,MMM,['mid']
2317,Uniforme,,['designer']
2318,Marcelo Burlon County of Milan,III,['designer']
2319,Off-White,,['designer']
2320,Anne De Solene,,['designer']
2321,Jordan,,['designer']
2322,Tom Ford,,['designer']
2323,Rick Owens,LLL,['designer']
2324,Saint Laurent,,['designer']
2325,EF COLLECTION,,['designer']
2326,Brunello Cucinelli,,['designer']
2327,Brunello Cucinelli,,['designer']
2328,Kitchenaid,,['designer']
2329,Reiss,JJJ,['designer']
2330,ROSSIGNOL,MMM,['designer']
2331,Dsquared2,MMM,['designer']
2332,Ermenegildo Zegna,MMM,['designer']
2333,Givenchy,,['designer']
2334,Philippe Model,,['designer']
2335,Belstaff,,['designer']
2336,Rebecca Taylor,,['designer']
2337,SLVRLAKE,,['designer']
2338,Rebecca Taylor,MMM,['mid']
2339,Sulvam,III,['designer']
2340,Marchesa Notte,MMM,['mid']
2341,Aspesi,,['designer']
2342,Tom Ford,,['designer']
2343,Bally,JJJ,['designer']
2344,Rebecca Taylor,MMM,['mid']
2345,Jan Barboglio,,['designer']
2346,Y/Project,,['designer']
2347,Uniform Wares,,['designer']
2348,Pakerson,,['designer']
2349,LES FEW,MMM,['mid']
2350,Kiki de Montparnasse,,['designer']
2351,BAPE,MMM,['designer']
2352,Cesta Collective,,['designer']
2353,Woolrich,,['designer']
2354,Miu Miu Eyewear,,['designer']
2355,Ienki Ienki,MMM,['mid']
2356,Julius,KKK,['designer']
2357,Azhar,MMM,['mid']
2358,Moncler,GGG,['designer']
2359,Dunhill,MMM,['mid']
2360,Safavieh,MMM,['designer']
2361,Saint Laurent,,['designer']
2362,Dalyn Rug Company,MMM,['mid']
2363,Balenciaga,MMM,['designer']
2364,Common Projects,,['designer']
2365,Ermenegildo Zegna,MMM,['designer']
2366,Fendi,,['designer']
2367,Faliero Sarti,,['designer']
2368,Shoshanna,MMM,['mid']
2369,Brochu Walker,,['designer']
2370,Elizabeth and James,GGG,['designer']
2371,VALENTINO,,['designer']
2372,Cinq a Sept,MMM,['mid']
2373,Alexis,MMM,['designer']
2374,John Hardy,MMM,['mid']
2375,Tadashi Shoji,MMM,['mid']
2376,UGG,III,['designer']
2377,RIXO,III,['designer']
2378,Raymond Weil,,['designer']
2379,Moncler Genius,,['designer']
2380,Les Reveries,HHH,['designer']
2381,Golden Goose Deluxe Brand,,['designer']
2382,Konstantino,MMM,['mid']
2383,Peserico,MMM,['mid']
2384,Givenchy,,['designer']
2385,Diane von Furstenberg,,['designer']
2386,Marina Rinaldi,MMM,['designer']
2387,SUISTUDIO,MMM,['mid']
2388,Lisa Marie Fernandez,MMM,['mid']
2389,Marques Almeida,JJJ,['designer']
2390,Moncler,,['designer']
2391,Jour Ne,FFF,['mid']
2392,COACH,MMM,['designer']
2393,SWEAR,MMM,['mid']
2394,Burberry,,['designer']
2395,KENZO,,['designer']
2396,Engineered Garments,JJJ,['designer']
2397,Prada,,['designer']
2398,Dsquared2,HHH,['designer']
2399,Elie Tahari,,['designer']
2400,Armani,,['designer']
2401,Chinti & Parker,KKK,['designer']
2402,Kara,KKK,['designer']
2403,Maison Margiela,,['designer']
2404,Maison Margiela,,['designer']
2405,Sydney Evan,,['designer']
2406,Nanushka,III,['designer']
2407,Ulla Johnson,,['designer']
2408,Hed Mayner,,['designer']
2409,Tateossian,,['designer']
2410,Home Treasures,,['designer']
2411,Ermenegildo Zegna,JJJ,['designer']
2412,Cardinal of Canada,,['designer']
2413,Aquatalia,HHH,['designer']
2414,Dana Rebecca Designs,,['designer']
2415,Aquatalia,,['designer']
2416,La Prestic Ouiston,,['designer']
2417,Vanrycke,,['designer']
2418,Barton Perreira,,['designer']
2419,Zadig & Voltaire,HHH,['designer']
2420,Fear of God,,['designer']
2421,Forzieri,,['designer']
2422,Prada,,['designer']
2423,Golden Goose Deluxe Brand,,['designer']
2424,Alexander McQueen,,['designer']
2425,Alexander McQueen,,['designer']
2426,Smythe,,['designer']
2427,ISABEL MARANT,,['designer']
2428,Mateo,,['designer']
2429,rag & bone,MMM,['designer']
2430,EF COLLECTION,,['designer']
2431,Malone Souliers,,['designer']
2432,Iceberg,,['designer']
2433,Aalto,,['designer']
2434,BESFXXK,,['designer']
2435,Gerard Darel,,['designer']
2436,Marni,,['designer']
2437,Burberry,,['designer']
2438,Salvatore Ferragamo,,['designer']
2439,Supreme,,['designer']
2440,Versace,,['designer']
2441,Dolce & Gabbana,JJJ,['designer']
2442,Etro,,['designer']
2443,Santoni,,['designer']
2444,Burberry,,['designer']
2445,Prada,,['designer']
2446,Dior,III,['designer']
2447,Boss Hugo Boss,GGG,['designer']
2448,Shihara,,['designer']
2449,JW Anderson,GGG,['designer']
2450,Reiss,GGG,['designer']
2451,Art Addiction Inc.,MMM,['designer']
2452,Modern Weaving,GGG,['designer']
2453,L'Autre Chose,JJJ,['designer']
2454,Julius,,['designer']
2455,Paris Texas,,['designer']
2456,Versace,,['designer']
2457,Brunello Cucinelli,,['designer']
2458,MSGM,JJJ,['designer']
2459,VALENTINO,,['designer']
2460,Acne Studios,,['designer']
2461,Common Projects,,['designer']
2462,Ahluwalia Studio,,['designer']
2463,Burberry,,['designer']
2464,Dsquared2,III,['designer']
2465,Prada,,['designer']
2466,3.1 Phillip Lim,JJJ,['designer']
2467,Reiss,GGG,['designer']
2468,Salvatore Ferragamo,KKK,['designer']
2469,Rickie Freeman for Teri Jon,,['designer']
2470,Tory Burch,JJJ,['designer']
2471,Tod's,MMM,['designer']
2472,Harris Wharf,MMM,['designer']
2473,Ramy Brook,,['designer']
2474,Alberta Ferretti,MMM,['designer']
2475,Burberry,,['designer']
2476,Joseph,,['designer']
2477,Iceberg,III,['designer']
2478,Gucci,,['designer']
2479,Repetto,,['designer']
2480,La Mer,,['designer']
2481,Alexander McQueen,,['designer']
2482,Alexander McQueen,,['designer']
2483,Troubadour,,['designer']
2484,Tiger of Sweden,,['designer']
2485,Maison Margiela,,['designer']
2486,Maison Margiela,,['designer']
2487,Golden Goose Deluxe Brand,,['designer']
2488,Maison Margiela,,['designer']
2489,Maison Margiela,,['designer']
2490,Marques Almeida,,['designer']
2491,Thom Browne,,['designer']
2492,Victoria Victoria Beckham,JJJ,['designer']
2493,Maison Pere,FFF,['designer']
2494,Moon & Meadow,GGG,['designer']
2495,Thom Browne,KKK,['designer']
2496,Ambush,,['designer']
2497,RtA,,['designer']
2498,MSGM,LLL,['designer']
2499,Moncler Genius,,['designer']
2500,Alexis,,['designer']
2501,Fendi,,['designer']
2502,Zero Halliburton,,['designer']
2503,Versace,HHH,['designer']
2504,Givenchy,,['designer']
2505,The Kooples,,['designer']
2506,Officine Creative,,['designer']
2507,Dorateymur,III,['designer']
2508,Off-White,,['designer']
2509,For Love & Lemons,,['designer']
2510,paco rabanne,JJJ,['designer']
2511,Golden Goose Deluxe Brand,,['designer']
2512,Fabiana Filippi,JJJ,['designer']
2513,ALANUI,,['designer']
2514,See by Chloé,,['designer']
2515,Christopher Esber,,['designer']
2516,ISABEL MARANT,JJJ,['designer']
2517,Gucci,,['designer']
2518,SALT.,JJJ,['designer']
2519,Sophia Webster,,['designer']
2520,Polo Ralph Lauren,III,['designer']
2521,Le Kasha,,['designer']
2522,Versace,,['designer']
2523,John Hardy,,['designer']
2524,Palm Angels,,['designer']
2525,Dion Lee,JJJ,['designer']
2526,Burberry,,['designer']
2527,Golden Goose Deluxe Brand,,['designer']
2528,Celine,,['designer']
2529,Belstaff,,['designer']
2530,Diesel,,['designer']
2531,John Varvatos,,['designer']
2532,MARC JACOBS,,['designer']
2533,Nike,,['designer']
2534,Tory Burch,,['designer']
2535,Saint Laurent,,['designer']
2536,VALENTINO,,['designer']
2537,Balmain,HHH,['designer']
2538,Diane von Furstenberg,,['designer']
2539,Alexandra Golovanoff,,['designer']
2540,3.1 Phillip Lim,,['designer']
2541,Dr. Barbara Sturm,,['designer']
2542,Auden,,['designer']
2543,Jan Barboglio,,['designer']
2544,L'Autre Chose,LLL,['designer']
2545,Fuzzi,,['designer']
2546,Tom Ford,,['designer']
2547,Saint Laurent,,['designer']
2548,Milly,III,['designer']
2549,Pakerson,,['designer']
2550,Stella McCartney,FFF,['designer']
2551,MEDEA,,['designer']
2552,BAPE,,['designer']
2553,Baum und Pferdgarten,,['designer']
2554,Dsquared2,JJJ,['designer']
2555,Matsuda,,['designer']
2556,Marques Almeida,,['designer']
2557,Moncler,,['designer']
2558,Paper London,EEE,['designer']
2559,Kirin,HHH,['designer']
2560,Golden Goose Deluxe Brand,,['designer']
2561,Tissot,,['designer']
2562,Missoni,KKK,['designer']
2563,Jimmy Choo,,['designer']
2564,Golden Goose Deluxe Brand,MMM,['designer']
2565,L'Autre Chose,KKK,['designer']
2566,Etro,MMM,['designer']
2567,MEDEA,LLL,['designer']
2568,Racil,,['designer']
2569,Dsquared2,,['designer']
2570,Jerome Dreyfuss,,['designer']
2571,Marcelo Burlon,,['designer']
2572,Rick Owens,KKK,['designer']
2573,A.L.C.,,['designer']
2574,N 21,,['designer']
2575,Hogan,,['designer']
2576,Neil Barrett,III,['designer']
2577,Brioni,,['designer']
2578,Danse Lente,,['designer']
2579,Stubbs & Wootton,,['designer']
2580,Dsquared2,,['designer']
2581,Bottega Veneta,,['designer']
2582,Moon & Meadow,,['designer']
2583,Tory Burch,III,['designer']
2584,Nike,,['designer']
2585,Mykita,,['designer']
2586,Nike,,['designer']
2587,Alan Crocetti,,['designer']
2588,Hogan,KKK,['designer']
2589,Salvatore Ferragamo,,['designer']
2590,Chloé,,['designer']
2591,Santoni,MMM,['designer']
2592,Bashian,MMM,['designer']
2593,Salvatore Ferragamo,,['designer']
2594,Raquel Allegra,,['designer']
2595,Salvatore Ferragamo,,['designer']
2596,Officine Creative,,['designer']
2597,Marni,III,['designer']
2598,Barrie,HHH,['designer']
2599,Maison Margiela,MMM,['designer']
2600,Maison Margiela,MMM,['designer']
2601,Emporio Armani,LLL,['designer']
2602,Pendleton,KKK,['designer']
2603,ami,,['designer']
2604,Burberry,,['designer']
2605,Daniel W. Fletcher,,['designer']
2606,ISABEL MARANT,,['designer']
2607,Ralph Lauren Home,,['designer']
2608,Guidi,,['designer']
2609,Rick Owens,FFF,['designer']
2610,John Varvatos,,['designer']
2611,Mizuki,,['designer']
2612,Dsquared2,,['designer']
2613,Stuart Weitzman,HHH,['designer']
2614,Hogan,KKK,['designer']
2615,Alexandre Birman,,['designer']
2616,Kuboraum,,['designer']
2617,LEE MATHEWS,LLL,['designer']
2618,Jacquemus,,['designer']
2619,Saloni,,['designer']
2620,Nike,,['designer']
2621,Burberry,LLL,['designer']
2622,Neil Barrett,,['designer']
2623,John Hardy,,['designer']
2624,Longchamp,,['designer']
2625,Telfar,,['designer']
2626,Balenciaga,,['designer']
2627,Missoni,MMM,['designer']
2628,Massimo Alba,,['designer']
2629,VALENTINO,,['designer']
2630,Alberta Ferretti,JJJ,['designer']
2631,Gucci,,['designer']
2632,Alice And Olivia,,['designer']
2633,Bally,,['designer']
2634,Polo Ralph Lauren,,['designer']
2635,Sergio Rossi,,['designer']
2636,KENZO,LLL,['designer']
2637,Giuseppe Zanotti,,['designer']
2638,Marni,,['designer']
2639,Off-White,MMM,['designer']
2640,Saint Laurent,KKK,['designer']
2641,Saint Laurent,,['designer']
2642,BAPE,,['designer']
2643,Dolce & Gabbana,LLL,['designer']
2644,John Hardy,,['designer']
2645,Off-White,,['designer']
2646,Chloé,,['designer']
2647,A.L.C.,KKK,['designer']
2648,Furla,,['designer']
2649,Max Mara,,['designer']
2650,Alexandre Birman,,['designer']
2651,Tumi,,['designer']
2652,Blumarine,KKK,['designer']
2653,Furla,,['designer']
2654,Acne Studios,,['designer']
2655,Magda Butrym,,['designer']
2656,Balenciaga,,['designer']
2657,Salvatore Ferragamo,,['designer']
2658,Givenchy,,['designer']
2659,ISABEL MARANT,,['designer']
2660,Lagos,,['designer']
2661,Shrimps,,['designer']
2662,Fear of God,,['designer']
2663,Golden Goose Deluxe Brand,,['designer']
2664,Magnanni,,['designer']
2665,Sydney Evan,,['designer']
2666,Pierre Hardy,,['designer']
2667,Santoni,,['designer']
2668,Tabitha Simmons,III,['designer']
2669,ROSSIGNOL,,['designer']
2670,Forte Forte,III,['designer']
2671,Issey Miyake,,['designer']
2672,Engineered Garments,,['designer']
2673,Alexander McQueen,,['designer']
2674,Alexander McQueen,,['designer']
2675,ALANUI,KKK,['designer']
2676,Nanushka,,['designer']
2677,Ann Demeulemeester,MMM,['designer']
2678,A.P.C.,,['designer']
2679,Kiton,,['designer']
2680,Salvatore Ferragamo,,['designer']
2681,Nili Lotan,MMM,['designer']
2682,ASAI,,['designer']
2683,Jimmy Choo,,['designer']
2684,Meira T,,['designer']
2685,Rebecca Vallance,,['designer']
2686,Maison Kitsune,,['designer']
2687,Alexander McQueen,,['designer']
2688,Alexander McQueen,,['designer']
2689,Helmut Lang,,['designer']
2690,Sydney Evan,,['designer']
2691,Robe di Firenze,,['designer']
2692,Les Reveries,,['designer']
2693,Adina Reyter,,['designer']
2694,Nike,,['designer']
2695,Rick Owens DRKSHDW,LLL,['designer']
2696,Hogan,KKK,['designer']
2697,Mehry Mu,,['designer']
2698,Prada,,['designer']
2699,Alberta Ferretti,,['designer']
2700,Rebecca Taylor,,['designer']
2701,Tod's,,['designer']
2702,Burberry,JJJ,['designer']
2703,Kiton,,['designer']
2704,Maison Margiela,KKK,['designer']
2705,Maison Margiela,KKK,['designer']
2706,Jordan,,['designer']
2707,Kaws,,['designer']
2708,Raquel Allegra,,['designer']
2709,Kolor,,['designer']
2710,Dolce & Gabbana,LLL,['designer']
2711,Etro,,['designer']
2712,Max Mara,LLL,['designer']
2713,Marni,LLL,['designer']
2714,Versace,,['designer']
2715,Mauviel,,['designer']
2716,Bottega Veneta,,['designer']
2717,WOLF,,['designer']
2718,Schott,,['designer']
2719,La Prairie,,['designer']
2720,rag & bone,,['designer']
2721,Sofie D'Hoore,,['designer']
2722,Burberry,,['designer']
2723,Dolce & Gabbana,,['designer']
2724,Jerome Dreyfuss,LLL,['designer']
2725,SACAI,,['designer']
2726,Palm Angels,,['designer']
2727,Fendi,,['designer']
2728,Palm Angels,,['designer']
2729,rag & bone,,['designer']
2730,Church's,,['designer']
2731,Versace,,['designer']
2732,Off-White,,['designer']
2733,Manu Atelier,,['designer']
2734,Nina Ricci,,['designer']
2735,Eleventy,,['designer']
2736,Neil Barrett,LLL,['designer']
2737,Aspesi,KKK,['designer']
2738,Sophia Webster,,['designer']
2739,Neil Barrett,LLL,['designer']
2740,Alberta Ferretti,,['designer']
2741,Harris Wharf,,['designer']
2742,Paul Andrew,JJJ,['designer']
2743,Emporio Armani,,['designer']
2744,Chloé,,['designer']
2745,Fabiana Filippi,MMM,['designer']
2746,EF COLLECTION,,['designer']
2747,Faith Connexion,,['designer']
2748,Missoni,,['designer']
2749,Etro,,['designer']
2750,Fendi,,['designer']
2751,SACAI,,['designer']
2752,Boss Hugo Boss,,['designer']
2753,Prada,,['designer']
2754,Lafayette 148 New York,,['designer']
2755,David Yurman,,['designer']
2756,Maison Margiela,KKK,['designer']
2757,Maison Margiela,KKK,['designer']
2758,Officine Generale,,['designer']
2759,Miu Miu,,['designer']
2760,Ermanno Scervino,,['designer']
2761,Thom Browne,,['designer']
2762,Chloé,,['designer']
2763,VALENTINO,,['designer']
2764,R13,,['designer']
2765,Hogan,,['designer']
2766,David Yurman,,['designer']
2767,Bottega Veneta,,['designer']
2768,Badgley Mischka,,['designer']
2769,Moncler,,['designer']
2770,Malone Souliers,,['designer']
2771,Ted Baker,,['designer']
2772,Canada Goose,,['designer']
2773,MCM,,['designer']
2774,Prada,,['designer']
2775,Yves Delorme,,['designer']
2776,Dolce & Gabbana,,['designer']
2777,Loewe,,['designer']
2778,Corneliani,,['designer']
2779,Tibi,,['designer']
2780,Officine Generale,,['designer']
2781,Tory Burch,,['designer']
2782,Sara Lanzi,,['designer']
2783,Eleventy,,['designer']
2784,Ken Griffey Jr.,,['designer']
2785,Heron Preston,JJJ,['designer']
2786,Thom Browne,,['designer']
2787,Stuart Weitzman,HHH,['designer']
2788,we11done,,['designer']
2789,Prada,,['designer']
2790,Forte Forte,,['designer']
2791,Ports 1961,III,['designer']
2792,Victoria Victoria Beckham,,['designer']
2793,Marni,JJJ,['designer']
2794,Alberta Ferretti,HHH,['designer']
2795,Bally,,['designer']
2796,Moschino,MMM,['designer']
2797,Raf Simons,LLL,['designer']
2798,Fendi,,['designer']
2799,Johanna Ortiz,LLL,['designer']
2800,Diane von Furstenberg,,['designer']
2801,Acler,,['designer']
2802,Courreges,,['designer']
2803,Salvatore Ferragamo,,['designer']
2804,Proenza Schouler,,['designer']
2805,Malone Souliers,,['designer']
2806,Diane von Furstenberg,,['designer']
2807,Piquadro,,['designer']
2808,Moschino,,['designer']
2809,Dolce & Gabbana,KKK,['designer']
2810,Loewe,LLL,['designer']
2811,A.P.C.,,['designer']
2812,Rick Owens DRKSHDW,,['designer']
2813,Brother Vellies,,['designer']
2814,Ippolita,,['designer']
2815,Buscemi,,['designer']
2816,Rick Owens,,['designer']
2817,Balmain,,['designer']
2818,MSGM,JJJ,['designer']
2819,Jimmy Choo,,['designer']
2820,Ulla Johnson,,['designer']
2821,Fendi,,['designer']
2822,Balenciaga,,['designer']
2823,Christian Wijnants,,['designer']
2824,Santoni,,['designer']
2825,Sergio Rossi,,['designer']
2826,Manolo Blahnik,,['designer']
2827,Dolce & Gabbana,,['designer']
2828,Equipment,,['designer']
2829,1017 ALYX 9SM,,['designer']
2830,Duo,,['designer']
2831,Jimmy Choo,MMM,['designer']
2832,Balenciaga,,['designer']
2833,Yves Delorme,,['designer']
2834,3.1 Phillip Lim,,['designer']
2835,Dries Van Noten,JJJ,['designer']
2836,Lagos,,['designer']
2837,Rick Owens,,['designer']
2838,Dolce & Gabbana,,['designer']
2839,Aspesi,,['designer']
2840,Dolce & Gabbana,MMM,['designer']
2841,Heron Preston,,['designer']
2842,Balenciaga,,['designer']
2843,Gucci,,['designer']
2844,Gianvito Rossi,,['designer']
2845,Burberry,,['designer']
2846,Marcelo Burlon County of Milan,,['designer']
2847,Hogan,,['designer']
2848,Le Feuillet,,['designer']
2849,Sergio Rossi,,['designer']
2850,Giuseppe Zanotti,,['designer']
2851,Nike,,['designer']
2852,Off-White,,['designer']
2853,Oriental Weavers,,['designer']
2854,ISABEL MARANT,,['designer']
2855,Molly Goddard,MMM,['designer']
2856,Proenza Schouler,,['designer']
2857,Elisabetta Franchi,,['designer']
2858,Missoni,,['designer']
2859,Paul Smith,,['designer']
2860,Boss Hugo Boss,,['designer']
2861,Natasha Zinko,MMM,['designer']
2862,Acne Studios,,['designer']
2863,Dolce & Gabbana,,['designer']
2864,MISSONIHOME,,['designer']
2865,Wandler,,['designer']
2866,Prada,,['designer']
2867,Adam Lippes,,['designer']
2868,Casadei,,['designer']
2869,Yohji Yamamoto,,['designer']
2870,Maison Margiela,,['designer']
2871,Maison Margiela,,['designer']
2872,Chanel Pre-Owned,,['designer']
2873,Philippe Deshoulieres,,['designer']
2874,ML Monique Lhuillier,,['designer']
2875,Julius,,['designer']
2876,JW Anderson,MMM,['designer']
2877,New Balance,,['designer']
2878,Gucci,,['designer']
2879,Off-White,,['designer']
2880,Rick Owens DRKSHDW,,['designer']
2881,Balenciaga,,['designer']
2882,Ermenegildo Zegna,,['designer']
2883,Jane Wilner Designs,,['designer']
2884,Alexander McQueen,,['designer']
2885,Alexander McQueen,,['designer']
2886,Tabitha Simmons,,['designer']
2887,Ann Demeulemeester,,['designer']
2888,Pierre Hardy,,['designer']
2889,Sandro,III,['designer']
2890,Roland Mouret,,['designer']
2891,Burberry,,['designer']
2892,VALENTINO,,['designer']
2893,Dsquared2,,['designer']
2894,ALTUZARRA,,['designer']
2895,Iceberg,,['designer']
2896,MSGM,MMM,['designer']
2897,Dsquared2,,['designer']
2898,Charlotte Olympia,,['designer']
2899,Gianvito Rossi,,['designer']
2900,Ziggy Chen,,['designer']
2901,VALENTINO,,['designer']
2902,UGG,,['designer']
2903,Kith,,['designer']
2904,Massimo Alba,,['designer']
2905,Off-White,,['designer']
2906,Pleats Please Issey Miyake,,['designer']
2907,Balenciaga,,['designer']
2908,Marni,KKK,['designer']
2909,MONICA RICH KOSANN,,['designer']
2910,Saint Laurent,,['designer']
2911,Adriana Degreas,,['designer']
2912,Saint Laurent,,['designer']
2913,Bally,,['designer']
2914,Dolce & Gabbana,,['designer']
2915,Saloni,MMM,['designer']
2916,Dolce & Gabbana,,['designer']
2917,Alexander McQueen,,['designer']
2918,Alexander McQueen,,['designer']
2919,Balenciaga,,['designer']
2920,Prada,,['designer']
2921,Roksanda,,['designer']
2922,Chloé,,['designer']
2923,Moncler,,['designer']
2924,Marcelo Burlon County of Milan,,['designer']
2925,Caroline Constas,FFF,['designer']
2926,Stella McCartney,,['designer']
2927,Nili Lotan,,['designer']
2928,Tod's,,['designer']
2929,Clergerie,,['designer']
2930,Saint Laurent,MMM,['designer']
2931,Burberry,,['designer']
2932,Burberry,,['designer']
2933,Moschino,,['designer']
2934,Off-White,,['designer']
2935,Tod's,,['designer']
2936,Pierre Hardy,,['designer']
2937,Moncler,,['designer']
2938,Norma Kamali,,['designer']
2939,Jimmy Choo,,['designer']
2940,BAPE,,['designer']
2941,KENZO,MMM,['designer']
2942,Bally,,['designer']
2943,M Missoni,,['designer']
2944,Just Cavalli,,['designer']
2945,Chiara Boni La Petite Robe,JJJ,['designer']
2946,Balmain,,['designer']
2947,Stella McCartney,,['designer']
2948,Z Zegna,,['designer']
2949,Etro,,['designer']
2950,John Richmond,,['designer']
2951,Gianvito Rossi,,['designer']
2952,Maryam Nassir Zadeh,,['designer']
2953,Ann Demeulemeester,,['designer']
2954,Rick Owens,,['designer']
2955,Loewe,,['designer']
2956,Dolce & Gabbana,,['designer']
2957,VALENTINO,,['designer']
2958,Junya Watanabe,,['designer']
2959,Saloni,,['designer']
2960,Burberry,LLL,['designer']
2961,Solace London,,['designer']
2962,Off-White,,['designer']
2963,1017 ALYX 9SM,,['designer']
2964,Wandler,,['designer']
2965,Boglioli,,['designer']
2966,Dorateymur,,['designer']
2967,Marni,KKK,['designer']
2968,Christian Wijnants,,['designer']
2969,Canada Goose,,['designer']
2970,Balenciaga,,['designer']
2971,Giuseppe Zanotti,,['designer']
2972,Dsquared2,,['designer']
2973,alexanderwang,KKK,['designer']
2974,alexanderwang,KKK,['designer']
2975,Giorgio Armani,,['designer']
2976,Badgley Mischka,MMM,['designer']
2977,Marcelo Burlon County of Milan,MMM,['designer']
2978,ISABEL MARANT,,['designer']
2979,Bottega Veneta,,['designer']
2980,Stella McCartney,,['designer']
2981,Veronica Beard,,['designer']
2982,Calvin Klein,MMM,['designer']
2983,Victoria Beckham,,['designer']
2984,Rick Owens DRKSHDW,,['designer']
2985,Freida Rothman,,['designer']
2986,Repetto,FFF,['designer']
2987,Fendi,,['designer']
2988,3.1 Phillip Lim,,['designer']
2989,Hed Mayner,,['designer']
2990,Marco Bicego,,['designer']
2991,Francesco Russo,,['designer']
2992,Dion Lee,,['designer']
2993,Helmut Lang,,['designer']
2994,Neil Barrett,,['designer']
2995,Giuseppe Zanotti,,['designer']
2996,Kim Seybert,,['designer']
2997,Forzieri,,['designer']
2998,Christian Louboutin,,['designer']
2999,Givenchy,,['designer']
3000,John Hardy,,['designer']
3001,Suzusan,,['designer']
3002,Mulberry,,['designer']
3003,Miu Miu,,['designer']
3004,Off-White,,['designer']
3005,SACAI,,['designer']
3006,Surya,,['designer']
3007,Jerome Dreyfuss,,['designer']
3008,Sies Marjan,,['designer']
3009,Maison Margiela,,['designer']
3010,Maison Margiela,,['designer']
3011,Le Nine,,['designer']
3012,Alexander McQueen,,['designer']
3013,Alexander McQueen,,['designer']
3014,COACH,,['designer']
3015,Zimmermann,,['designer']
3016,Balenciaga,,['designer']
3017,Givenchy,,['designer']
3018,Bernard Delettrez,,['designer']
3019,JW Anderson,,['designer']
3020,Public School,,['designer']
3021,Alexander McQueen,,['designer']
3022,Alexander McQueen,,['designer']
3023,Givenchy,,['designer']
3024,ISABEL MARANT,,['designer']
3025,Ermenegildo Zegna,,['designer']
3026,Larkspur & Hawk,,['designer']
3027,Safavieh,,['designer']
3028,Marni,LLL,['designer']
3029,Zimmermann,,['designer']
3030,Just Don,,['designer']
3031,Gucci,,['designer']
3032,Prada,,['designer']
3033,Saint Laurent,,['designer']
3034,VALENTINO,,['designer']
3035,Marchesa Notte,MMM,['designer']
3036,Moschino,,['designer']
3037,Marina Moscone,,['designer']
3038,Dsquared2,,['designer']
3039,Dolce & Gabbana,,['designer']
3040,Moncler Genius,,['designer']
3041,Elie Saab,,['designer']
3042,Rosetta Getty,,['designer']
3043,Dalyn Rug Company,,['designer']
3044,Moschino,,['designer']
3045,Ippolita,,['designer']
3046,Hayward,,['designer']
3047,David Yurman,,['designer']
3048,ALTUZARRA,,['designer']
3049,Maison Margiela,,['designer']
3050,Maison Margiela,,['designer']
3051,Armani Collezioni,,['designer']
3052,Gianvito Rossi,,['designer']
3053,Haider Ackermann,,['designer']
3054,Proenza Schouler,,['designer']
3055,Miu Miu,,['designer']
3056,Rosie Assoulin,,['designer']
3057,MCM,,['designer']
3058,Balenciaga,,['designer']
3059,Gianvito Rossi,MMM,['designer']
3060,Balenciaga,,['designer']
3061,Balenciaga,,['designer']
3062,Zoe Chicco,,['designer']
3063,Saint Laurent,,['designer']
3064,VALENTINO,,['designer']
3065,Santoni,,['designer']
3066,Jil Sander,,['designer']
3067,Gu de,,['designer']
3068,Wandler,,['designer']
3069,Versace,,['designer']
3070,Zoe Chicco,,['designer']
3071,Just Cavalli,,['designer']
3072,Monica Vinader,,['designer']
3073,Just Don,,['designer']
3074,Surya,,['designer']
3075,Rick Owens,,['designer']
3076,Saint Laurent,,['designer']
3077,Meira T,,['designer']
3078,Chloé,,['designer']
3079,Saint Laurent,,['designer']
3080,Off-White,,['designer']
3081,Alexander McQueen,,['designer']
3082,Alexander McQueen,,['designer']
3083,Anya Hindmarch,,['designer']
3084,Gucci,,['designer']
3085,Sydney Evan,,['designer']
3086,Miu Miu,,['designer']
3087,Jimmy Choo,,['designer']
3088,Prada,,['designer']
3089,Stella McCartney,,['designer']
3090,3.1 Phillip Lim,,['designer']
3091,Tory Burch,,['designer']
3092,Versace,,['designer']
3093,Kiton,,['designer']
3094,Bloomingdale's,MMM,['designer']
3095,Tissot,,['designer']
3096,Gu de,,['designer']
3097,Rick Owens,,['designer']
3098,Nicholas Kirkwood,,['designer']
3099,Fendi,,['designer']
3100,Jimmy Choo,,['designer']
3101,Junya Watanabe,,['designer']
3102,Versace,,['designer']
3103,Veronica Beard,,['designer']
3104,Maison Margiela,,['designer']
3105,Maison Margiela,,['designer']
3106,Haider Ackermann,,['designer']
3107,Etro,,['designer']
3108,Gucci,,['designer']
3109,Kith,,['designer']
3110,Tabitha Simmons,,['designer']
3111,Miu Miu,,['designer']
3112,Akris,,['designer']
