colors,id,tier,noise,occasion,style
"{black,grey}",2000000988877,designer,neutral,Casual,0
"{black,brown}",2000000219244,designer,neutral,Casual,0
"{white,grey}",2000000390286,designer,neutral,Casual,0
{grey},2000000655763,designer,neutral,Casual,0
"{black,brown}",2000000786042,designer,neutral,Casual,0
{black},2000000088778,designer,neutral,Formal,0
{grey},2000000734351,designer,neutral,Casual,0
"{black,grey}",2000000072506,designer,neutral,Casual,0
"{white,beige}",2000000272554,designer,neutral,Casual,0
"{black,grey}",2000000032520,designer,neutral,Casual,0
"{beige,grey,brown}",2000000120560,designer,neutral,Casual,0
"{beige,black}",2000000276396,designer,neutral,Formal,0
"{black,beige,brown}",2000000062575,designer,neutral,Casual,0
"{beige,brown}",2000000023943,designer,neutral,Casual,0
"{black,grey}",2000000478463,designer,neutral,Casual,0
"{black,brown,beige}",2000000023506,designer,neutral,Casual,0
{orange},2000000774209,designer,neutral,Casual,0
{beige},2000000984049,designer,neutral,Casual,0
{black},2000000680635,designer,neutral,Casual,0
"{white,pink}",2000000224650,designer,neutral,Casual,0
{grey},2000000381804,designer,neutral,Casual,0
{white},2000000765365,designer,neutral,Casual,0
"{beige,brown}",2000000606495,designer,neutral,Casual,0
"{beige,brown}",2000000102994,designer,neutral,Casual,0
{black},2000000685125,designer,neutral,Casual,0
"{grey,black}",2000000234195,designer,neutral,Casual,0
{beige},2000000344973,designer,neutral,Casual,0
"{brown,black}",2000000661907,designer,neutral,Casual,0
"{black,brown,grey,beige}",2000000143711,designer,neutral,Casual,0
"{beige,green}",2000000373741,designer,neutral,Casual,0
"{black,brown}",2000000573407,designer,neutral,Casual,0
{beige},2000000635450,designer,neutral,Casual,0
{black},2000000000264,designer,neutral,Casual,0
{grey},2000000358393,designer,neutral,Casual,0
{grey},2000000272965,designer,neutral,Casual,0
{beige},2000000984001,designer,neutral,Casual,0
{black},2000000535722,designer,neutral,Casual,0
{black},2000000952015,designer,neutral,Formal,0
{red},2000000252478,designer,neutral,Casual,0
{grey},2000000129134,designer,neutral,Casual,0
{black},2000000840429,designer,neutral,Formal,0
{black},2000000693876,designer,neutral,Casual,0
{black},2000000816944,designer,neutral,Casual,0
"{green,black}",2000000139969,designer,neutral,Casual,0
{black},2000000632873,designer,neutral,Casual,0
"{beige,pink}",2000000812656,designer,neutral,Casual,0
{grey},2000000602245,designer,neutral,Casual,0
"{white,grey}",2000000638054,designer,neutral,Casual,0
"{beige,pink}",2000000226182,designer,neutral,Casual,0
"{grey,black}",2000000085686,designer,neutral,Casual,0
{black},2000000344464,designer,neutral,Casual,0
{grey},2000000625684,designer,neutral,Casual,0
{black},2000000844886,designer,neutral,Casual,0
{grey},2000000984374,designer,neutral,"Casual,Formal",0
"{brown,purple}",2000000109814,designer,neutral,Casual,0
"{beige,grey}",2000000546769,designer,neutral,Casual,0
{grey},2000000101370,designer,neutral,Casual,0
"{beige,blue}",2000000614207,designer,neutral,Formal,0
{black},2000000755092,designer,neutral,Casual,0
{black},2000000825668,designer,neutral,Casual,0
{black},2000000731794,designer,neutral,"Business,Casual",0
{black},2000000546195,designer,neutral,Casual,0
{orange},2000000788904,designer,neutral,Casual,0
"{beige,brown}",2000000733934,designer,neutral,Casual,0
{blue},2000000539433,designer,neutral,Casual,0
{white},2000000763289,designer,neutral,Casual,0
{grey},2000000842658,designer,neutral,Casual,0
{pink},2000000344264,designer,neutral,Casual,0
"{blue,grey}",2000000577041,designer,neutral,Casual,0
{white},2000000779178,designer,neutral,Casual,0
{brown},2000000509368,designer,neutral,Casual,0
{black},2000000106836,designer,neutral,Formal,0
{pink},2000000267787,designer,neutral,Casual,0
"{beige,purple}",2000000843527,designer,neutral,Casual,0
"{green,blue}",2000000831000,designer,neutral,Casual,0
{black},2000000425985,designer,neutral,Casual,0
"{black,grey}",2000000738039,mid,neutral,Casual,0
{black},2000000477160,designer,neutral,Casual,0
{black},2000000543720,designer,neutral,Casual,0
"{black,brown}",2000000035112,designer,neutral,Casual,0
{black},2000000648667,designer,neutral,Casual,0
{black},2000000812904,designer,neutral,Casual,0
"{beige,blue}",2000000813948,designer,neutral,Casual,0
{grey},2000000792216,designer,neutral,Casual,0
"{brown,black}",2000000410376,designer,neutral,Formal,0
"{brown,beige}",2000000668866,designer,neutral,Casual,0
"{brown,black}",2000000278543,designer,neutral,Casual,0
{brown},2000000723330,designer,neutral,Casual,0
"{white,beige}",2000000835659,mid,neutral,Casual,0
{green},2000000837440,designer,neutral,Casual,0
{black},2000000535259,designer,neutral,Casual,0
{purple},2000000687995,designer,neutral,Casual,0
{beige},2000000776331,designer,neutral,Casual,0
"{beige,brown}",2000000624514,designer,neutral,Casual,0
{brown},2000000762281,designer,neutral,Casual,0
{black},2000000738862,designer,neutral,Casual,0
{beige},2000000680027,designer,neutral,Casual,0
"{brown,beige}",2000000959079,designer,neutral,Casual,0
{black},2000000830533,designer,neutral,Casual,0
{red},2000000329849,mid,neutral,Casual,0
{grey},2000000069263,designer,neutral,Casual,0
"{black,grey}",2000000771882,designer,neutral,Casual,0
"{grey,black}",2000000845308,designer,neutral,Casual,0
"{black,brown,white,blue,grey,red}",2000000046961,designer,neutral,Casual,0
{grey},2000000755603,designer,neutral,Casual,0
{black},2000000668835,designer,neutral,Casual,0
{grey},2000000825498,designer,neutral,Casual,0
{black},2000000329258,designer,neutral,Casual,0
{black},2000000302799,designer,neutral,Casual,0
"{grey,black}",2000000715357,designer,neutral,Casual,0
"{black,grey}",2000000842310,designer,neutral,Casual,0
{blue},2000000581604,designer,neutral,Casual,0
"{black,red}",2000000215311,designer,neutral,Casual,0
"{red,pink}",2000000229000,designer,loud,Casual,0
{black},2000000681314,designer,neutral,Casual,0
{black},2000000219484,designer,neutral,Business,0
{grey},2000000717738,designer,neutral,Formal,0
"{green,black}",2000000728963,designer,neutral,Casual,0
"{white,beige}",2000000802031,designer,neutral,Casual,0
"{black,grey,white}",2000000113163,designer,neutral,Casual,0
{black},2000000517409,designer,neutral,Casual,0
{grey},2000000727006,designer,neutral,Casual,0
"{cyan,green}",2000000692954,designer,loud,Casual,0
{black},2000000629709,designer,neutral,Casual,0
{black},2000000568818,designer,neutral,Casual,0
{beige},2000000716192,designer,neutral,Casual,0
{white},2000000329479,mid,neutral,Casual,0
{black},2000000060017,designer,neutral,Casual,0
{black},2000000542025,designer,neutral,Formal,0
{black},2000000986281,designer,neutral,Casual,0
"{brown,black}",2000000340230,designer,neutral,Casual,0
{black},2000000025018,designer,neutral,Casual,0
"{pink,brown,black}",2000000416155,designer,neutral,Casual,0
{black},2000000284899,designer,neutral,Formal,0
{black},2000000518042,designer,neutral,Casual,0
"{black,grey}",2000000319907,designer,neutral,Casual,0
"{beige,brown}",2000000539394,designer,neutral,Formal,0
"{black,beige}",2000000292847,designer,neutral,Casual,0
"{pink,beige}",2000000779394,designer,neutral,Casual,0
{beige},2000000086799,designer,neutral,Casual,0
{black},2000000684524,designer,neutral,Casual,0
"{beige,brown,grey}",2000001051927,designer,neutral,Casual,0
{black},2000000818633,designer,neutral,Casual,0
"{pink,black}",2000000808562,designer,neutral,Business,0
{black},2000000218397,designer,neutral,Casual,0
"{black,grey}",2000000244211,designer,neutral,Casual,0
"{black,red}",2000000219909,designer,neutral,Formal,0
"{black,blue,grey}",2000000146139,designer,neutral,Casual,0
{black},2000000984442,designer,neutral,Casual,0
"{red,orange}",2000000032576,designer,loud,Casual,0
{white},2000000739035,designer,neutral,Formal,0
{blue},2000000200446,designer,neutral,Casual,0
{Black},2000000212037,designer,neutral,Casual,0
{white},2000000714772,designer,neutral,Casual,0
{green},2000000570627,designer,neutral,Casual,0
{grey},2000000799431,designer,neutral,Casual,0
{black},2000000104461,designer,neutral,Casual,0
"{black,grey}",2000000824623,designer,neutral,Casual,0
"{black,grey}",2000000068809,designer,neutral,Casual,0
{black},2000000706752,designer,neutral,Casual,0
"{beige,brown}",2000000541337,designer,neutral,Casual,0
{orange},2000000785377,designer,neutral,Casual,0
{black},2000000333837,designer,neutral,Casual,0
{brown},2000000787687,designer,neutral,Casual,0
{red},2000000550112,designer,neutral,Casual,0
"{black,grey}",2000000312486,designer,neutral,Casual,0
{white},2000000705792,designer,neutral,Casual,0
"{Black,Blue}",2000000332155,designer,neutral,Casual,0
"{grey,brown}",2000000331753,designer,neutral,Casual,0
{white},2000000982740,designer,neutral,Casual,0
{grey},2000000021745,designer,neutral,Casual,0
{green},2000000840538,designer,neutral,Casual,0
{brown},2000000693262,designer,neutral,Casual,0
{black},2000000117960,designer,neutral,Casual,0
{beige},2000000813415,designer,neutral,Casual,0
{grey},2000000246506,designer,neutral,Casual,0
"{grey,white}",2000000667801,designer,neutral,Casual,0
{black},2000000853601,designer,neutral,Casual,0
{grey},2000000807762,designer,neutral,Casual,0
{black},2000000561276,designer,neutral,Casual,0
{black},2000000605430,designer,neutral,Casual,0
{white},2000000223855,designer,neutral,Casual,0
"{grey,black,blue}",2000000182290,designer,neutral,Casual,0
{black},2000000048957,designer,neutral,Casual,0
{green},2000000849525,designer,neutral,Casual,0
"{Beige,Brown,Pink}",2000000032145,designer,neutral,Casual,0
{black},2000000595526,designer,neutral,Casual,0
{red},2000000536947,designer,neutral,Casual,0
{white},2000000356866,designer,neutral,Casual,0
{black},2000000135059,designer,neutral,Formal,0
"{grey,brown}",2000000991369,designer,neutral,Formal,0
"{beige,red}",2000000190089,designer,neutral,Casual,0
{black},2000000426855,designer,neutral,Casual,0
{black},2000000376974,designer,neutral,Casual,0
{black},2000000611698,designer,neutral,Casual,0
{black},2000000554971,designer,neutral,Casual,0
{black},2000000647703,designer,neutral,Casual,0
"{green,brown}",2000000374233,designer,neutral,Casual,0
{beige},2000000721765,designer,neutral,Casual,0
{blue},2000000776856,designer,neutral,Casual,0
"{white,black}",2000000194144,designer,neutral,Formal,0
"{beige,green}",2000000418571,designer,neutral,Casual,0
"{black,grey}",2000000966337,designer,neutral,Casual,0
{black},2000000759059,mid,neutral,Casual,0
"{black,beige}",2000000004002,designer,neutral,Casual,0
{grey},2000000241832,designer,neutral,"Business,Casual",0
{black},2000000554141,designer,neutral,Casual,0
{blue},2000000634323,designer,neutral,Casual,0
{black},2000000723324,designer,neutral,Casual,0
"{grey,beige}",2000000588334,designer,neutral,Casual,0
"{black,brown}",2000000962239,designer,neutral,Casual,0
"{purple,blue}",2000000767016,designer,neutral,Casual,0
{grey},2000000982782,designer,neutral,Casual,0
{black},2000000727696,designer,neutral,Casual,0
"{white,grey}",2000000754559,designer,neutral,Casual,0
"{black,grey}",2000000566988,designer,neutral,Casual,0
{grey},2000000063234,designer,neutral,Casual,0
"{black,grey}",2000000530552,designer,neutral,Casual,0
{grey},2000000704459,designer,neutral,Casual,0
"{beige,brown}",2000000510499,designer,neutral,Casual,0
"{beige,brown}",2000000210303,designer,neutral,Casual,0
{black},2000000984822,designer,neutral,Casual,0
{black},2000000971766,designer,neutral,Casual,0
"{black,grey}",2000000236738,designer,neutral,Casual,0
"{blue,green}",2000000277270,designer,neutral,Casual,0
{grey},2000000724532,designer,neutral,Casual,0
"{beige,brown}",2000000849482,designer,neutral,Casual,0
"{brown,beige}",2000000187321,designer,neutral,Formal,0
{brown},2000000789342,designer,neutral,Casual,0
"{brown,grey}",2000000357675,designer,neutral,Casual,0
{pink},2000000801872,designer,neutral,Casual,0
{grey},2000000413800,designer,neutral,Casual,0
"{white,beige}",2000000299374,designer,neutral,Casual,0
{white},2000000624815,designer,neutral,Casual,0
{black},2000000094190,mid,neutral,Casual,0
"{grey,brown}",2000000702234,designer,neutral,Casual,0
"{pink,blue}",2000000538593,designer,neutral,Casual,0
{grey},2000000057200,designer,neutral,Casual,0
"{pink,orange}",2000000745802,designer,loud,Formal,0
{black},2000000233781,designer,neutral,Casual,0
{black},2000000947710,designer,neutral,Casual,0
{grey},2000000147567,designer,neutral,Casual,0
"{black,grey}",2000000173652,designer,neutral,Casual,0
{black},2000000075903,designer,neutral,"Business,Casual",0
"{beige,brown}",2000000951224,designer,neutral,Casual,0
{black},2000000161969,designer,neutral,Casual,0
"{beige,grey,brown}",2000000161692,designer,neutral,Casual,0
{grey},2000000109429,designer,neutral,Casual,0
{grey},2000000591800,designer,neutral,Casual,0
"{brown,beige}",2000000586911,designer,neutral,Casual,0
{black},2000000335494,mid,neutral,Casual,0
{black},2000000638552,designer,neutral,Casual,0
"{grey,brown}",2000000643911,designer,neutral,Casual,0
{beige},2000000564819,designer,neutral,Casual,0
{brown},2000000333436,designer,neutral,Casual,0
"{black,purple}",2000000561450,designer,neutral,Casual,0
{grey},2000000332696,designer,neutral,Casual,0
{grey},2000000186576,designer,neutral,Casual,0
{grey},2000000380395,designer,neutral,Casual,0
{black},2000000693434,designer,neutral,Casual,0
"{beige,brown}",2000000321233,designer,neutral,Casual,0
"{black,grey}",2000000755264,designer,neutral,Casual,0
{black},2000000595027,designer,neutral,Casual,0
{black},2000000553126,designer,neutral,Casual,0
{white},2000000667623,designer,neutral,Casual,0
{black},2000000842330,designer,neutral,Casual,0
{black},2000000775739,designer,neutral,Casual,0
"{beige,brown}",2000000809452,designer,neutral,Casual,0
{black},2000000068788,designer,neutral,Casual,0
{brown},2000000076503,designer,neutral,Casual,0
"{brown,beige,blue}",2000000337149,designer,neutral,Casual,0
{grey},2000000596310,designer,neutral,Casual,0
{black},2000000057683,designer,neutral,Casual,0
"{grey,Beige}",2000000212843,designer,neutral,Casual,0
{black},2000000535271,designer,neutral,Casual,0
"{black,grey}",2000000980736,designer,neutral,Casual,0
"{black,grey}",2000000538220,designer,neutral,Casual,0
{black},2000000582865,designer,neutral,Formal,0
{brown},2000000685928,designer,neutral,Casual,0
{white},2000000988261,designer,neutral,Casual,0
{brown},2000000049707,designer,neutral,Casual,0
"{grey,black}",2000000222197,designer,neutral,Casual,0
{brown},2000000506537,designer,neutral,Casual,0
,2000000175082,designer,neutral,Casual,0
{black},2000000810843,designer,neutral,Casual,0
{beige},2000000332069,designer,neutral,Casual,0
{black},2000000084067,designer,neutral,Casual,0
{grey},2000000256909,designer,neutral,Casual,0
"{black,grey}",2000000106272,designer,neutral,Casual,0
"{white,grey}",2000000238845,designer,neutral,Casual,0
{black},2000000618172,designer,neutral,Casual,0
{grey},2000000336057,designer,neutral,Casual,0
"{beige,brown}",2000000368735,designer,neutral,Casual,0
{black},2000000692597,designer,neutral,Casual,0
{pink},2000000214489,designer,neutral,Casual,0
{black},2000000328682,designer,neutral,Casual,0
"{beige,brown}",2000000031460,designer,neutral,Casual,0
"{blue,purple}",2000000370594,designer,neutral,Casual,0
{black},2000000705772,designer,neutral,Casual,0
{purple},2000000540079,designer,neutral,Formal,0
"{brown,beige}",2000000033236,designer,neutral,Formal,0
{black},2000000215727,designer,neutral,Casual,0
{black},2000000212061,designer,neutral,Formal,0
{grey},2000000025643,designer,neutral,Casual,0
{black},2000000846144,designer,neutral,Casual,0
"{black,grey}",2000000990043,designer,neutral,Casual,0
"{black,grey}",2000000178783,designer,neutral,Casual,0
{white},2000000732548,designer,neutral,Casual,0
{red},2000000766296,designer,neutral,Casual,0
"{black,grey}",2000000647208,designer,neutral,Casual,0
{blue},2000000173255,designer,neutral,Casual,0
{grey},2000000328064,designer,neutral,Casual,0
"{white,grey}",2000000765973,designer,neutral,Casual,0
{grey},2000000335709,designer,neutral,Formal,0
"{brown,black}",2000000069082,designer,neutral,Casual,0
,2000000280916,designer,neutral,Formal,0
{black},2000000578626,designer,neutral,Casual,0
{grey},2000000154937,designer,neutral,Formal,0
{beige},2000000316990,designer,neutral,Formal,0
{black},2000000821491,mid,neutral,Casual,0
{black},2000000074035,designer,neutral,Casual,0
"{beige,black}",2000000330501,designer,neutral,Casual,0
{black},2000000227592,designer,neutral,Casual,0
{black},2000000032893,designer,neutral,Casual,0
"{black,green}",2000000625390,designer,neutral,Casual,0
{black},2000000783386,designer,neutral,Casual,0
{black},2000000762611,designer,neutral,Formal,0
{black},2000000734929,designer,neutral,Casual,0
"{grey,black}",2000000553250,designer,neutral,Casual,0
{grey},2000000717537,designer,neutral,Casual,0
{grey},2000000719890,designer,neutral,Casual,0
"{beige,green}",2000000766436,designer,neutral,Casual,0
"{black,brown}",2000000004249,designer,neutral,Casual,0
{pink},2000000725090,designer,neutral,Casual,0
{black},2000000757285,designer,neutral,Casual,0
{black},2000000757884,designer,neutral,Casual,0
{beige},2000000771889,designer,neutral,Casual,0
{white},2000000679623,designer,neutral,Casual,0
"{beige,brown}",2000000271816,designer,neutral,Formal,0
{red},2000000801816,designer,neutral,Casual,0
{blue},2000000575789,designer,neutral,Casual,0
{black},2000000662822,designer,neutral,Casual,0
"{white,grey}",2000000743638,designer,neutral,Casual,0
"{black,brown}",2000000668440,designer,neutral,Casual,0
"{grey,brown}",2000000626231,designer,neutral,Casual,0
{white},2000000643480,designer,neutral,Formal,0
"{beige,orange}",2000000791356,designer,neutral,Casual,0
"{beige,white}",2000000852370,designer,neutral,Casual,0
{black},2000000859770,designer,neutral,Casual,0
"{black,blue}",2000000322371,designer,neutral,Casual,0
"{grey,red}",2000000073547,designer,neutral,Casual,0
{white},2000000711534,designer,neutral,Formal,0
"{black,brown}",2000000597267,designer,neutral,Formal,0
"{black,grey}",2000000723814,designer,neutral,Formal,0
{black},2000000511151,designer,neutral,Casual,0
{grey},2000000757450,mid,neutral,Casual,0
{beige},2000000243700,designer,neutral,Casual,0
{black},2000000237587,designer,neutral,Casual,0
{black},2000000219198,designer,neutral,Casual,0
"{beige,black}",2000000231234,designer,neutral,Casual,0
{black},2000000745399,designer,neutral,Casual,0
{black},2000000552638,designer,neutral,Formal,0
{black},2000000756246,designer,neutral,Casual,0
"{black,brown}",2000000677422,designer,neutral,Casual,0
"{brown,grey}",2000000223267,designer,neutral,Casual,0
"{black,brown}",2000000413775,designer,neutral,Casual,0
{black},2000000950177,designer,neutral,Casual,0
{black},2000000815004,designer,neutral,Formal,0
{black},2000000947786,designer,neutral,Casual,0
{grey},2000000684314,designer,neutral,Casual,0
{black},2000000596594,designer,neutral,Casual,0
{yellow},2000000773628,designer,neutral,Casual,0
{black},2000000570287,designer,neutral,Casual,0
{black},2000000788596,designer,neutral,Casual,0
{grey},2000000321069,designer,neutral,Casual,0
"{brown,black}",2000000696871,designer,neutral,Casual,0
"{beige,brown}",2000000236758,designer,neutral,Casual,0
{brown},2000000813992,designer,neutral,Formal,0
"{brown,black,red,grey}",2000000070993,designer,neutral,Casual,0
{black},2000000537774,designer,neutral,Casual,0
{brown},2000000982686,designer,neutral,Casual,0
{black},2000000376784,designer,neutral,Casual,0
"{black,white,grey}",2000000047653,designer,neutral,Casual,0
{black},2000000440938,designer,neutral,Casual,0
{red},2000000329990,designer,neutral,Casual,0
{black},2000000840348,designer,neutral,Casual,0
{grey},2000000524643,designer,neutral,Casual,0
{black},2000000574468,designer,neutral,Casual,0
{blue},2000000518018,designer,neutral,Casual,0
{brown},2000000100917,designer,neutral,Casual,0
{black},2000000228129,designer,neutral,Casual,0
{black},2000000515989,designer,neutral,Casual,0
"{black,brown}",2000000253828,designer,neutral,Casual,0
{black},2000000854748,designer,neutral,Casual,0
"{black,brown}",2000000620134,designer,neutral,Casual,0
"{beige,black}",2000000227123,designer,neutral,Casual,0
{grey},2000000740252,mid,neutral,Casual,0
"{Black,Brown,Purple,grey}",2000000051604,designer,neutral,Casual,0
{black},2000000052198,designer,neutral,Casual,0
{grey},2000000259513,designer,neutral,Casual,0
"{grey,brown,beige}",2000000184248,designer,neutral,Casual,0
{beige},2000000570910,designer,neutral,Casual,0
{black},2000000829937,designer,neutral,Casual,0
"{pink,red}",2000000823167,mid,loud,Casual,0
{brown},2000000949693,designer,neutral,Casual,0
{black},2000000379541,designer,neutral,Casual,0
{black},2000000030275,designer,neutral,Casual,0
{brown},2000000704873,designer,neutral,Casual,0
{black},2000000834886,designer,neutral,Casual,0
"{beige,brown}",2000000315266,designer,neutral,Formal,0
"{black,red}",2000000343856,designer,neutral,Business,0
{black},2000000707961,designer,neutral,Casual,0
{beige},2000000673460,designer,neutral,Casual,0
{brown},2000000671039,designer,neutral,Casual,0
{black},2000000554348,designer,neutral,Formal,0
{brown},2000000562844,designer,neutral,Casual,0
{black},2000000829371,designer,neutral,Casual,0
{black},2000000214439,designer,neutral,Athletic,0
{brown},2000000298497,designer,neutral,Casual,0
{orange},2000000788325,designer,neutral,Casual,0
{grey},2000000229815,designer,neutral,Casual,0
"{black,white}",2000000024842,designer,neutral,Casual,0
"{black,grey,red}",2000000046458,designer,neutral,Casual,0
{brown},2000000358702,designer,neutral,Casual,0
"{pink,cyan}",2000000983183,designer,loud,Casual,0
"{black,grey}",2000000353498,designer,neutral,Casual,0
"{beige,grey,brown}",2000000314178,designer,neutral,Casual,0
{beige},2000000335451,designer,neutral,Casual,0
"{black,brown}",2000000071457,designer,neutral,Casual,0
"{brown,black}",2000000734048,designer,neutral,Casual,0
"{grey,black}",2000000342815,designer,neutral,Casual,0
{black},2000000657722,designer,neutral,Casual,0
{black},2000000801346,designer,neutral,"Business,Casual",0
{brown},2000000804694,designer,neutral,Casual,0
{black},2000000820731,designer,neutral,Casual,0
{brown},2000000712266,designer,neutral,Casual,0
"{grey,white}",2000000365071,designer,neutral,Casual,0
"{black,white}",2000000843312,designer,neutral,Casual,0
{brown},2000000596352,designer,neutral,Casual,0
"{black,grey}",2000000973751,designer,neutral,Casual,0
{beige},2000000814173,designer,neutral,Formal,0
{grey},2000000217078,designer,neutral,Athletic,0
{grey},2000000002485,designer,neutral,Casual,0
{black},2000000842455,designer,neutral,,0
{black},2000000555021,designer,neutral,,0
"{grey,brown}",2000000249924,designer,neutral,,0
{black},2000000254584,designer,neutral,,0
{white},2000000798969,designer,neutral,,0
"{black,grey}",2000000040407,designer,neutral,,0
{black},2000000218121,designer,neutral,,0
"{black,grey}",2000000746134,designer,neutral,,0
"{black,beige}",2000000261967,designer,neutral,,0
{black},2000000085975,designer,neutral,,0
"{purple,black,brown}",2000000123438,designer,neutral,,0
{black},2000000639449,designer,neutral,,0
"{grey,beige}",2000000159083,designer,neutral,,0
"{black,beige}",2000000620466,designer,neutral,,0
"{red,black}",2000000191668,designer,neutral,,0
{black},2000000329562,designer,neutral,,0
"{grey,brown}",2000000545632,designer,neutral,,0
{grey},2000000989174,designer,neutral,,0
"{beige,brown,white}",2000000314141,designer,neutral,,0
{beige},2000000572587,designer,neutral,,0
"{black,purple}",2000000945668,designer,neutral,,0
{cyan},2000000826257,designer,neutral,,0
{black},2000000976166,designer,neutral,,0
"{white,grey}",2000000044768,designer,neutral,,0
"{black,white}",2000000070707,designer,neutral,,0
"{beige,brown}",2000000544930,designer,neutral,,0
{brown},2000000842223,designer,neutral,,0
"{beige,white}",2000000182880,designer,neutral,,0
"{grey,black}",2000000048582,mid,neutral,,0
"{beige,brown}",2000000348209,designer,neutral,,0
"{black,beige}",2000000176147,designer,neutral,,0
{beige},2000000236053,designer,neutral,,0
{black},2000000340328,designer,neutral,,0
{black},2000000009866,designer,neutral,,0
{blue},2000000975179,designer,neutral,,0
{black},2000000856545,designer,neutral,,0
{black},2000000633479,designer,neutral,,0
{grey},2000000704301,designer,neutral,,0
{grey},2000000448037,designer,neutral,,0
{black},2000000658025,designer,neutral,,0
"{brown,beige}",2000000188132,designer,neutral,,0
{black},2000000781557,designer,neutral,,0
{black},2000000728893,designer,neutral,,0
{brown},2000000343775,designer,neutral,,0
{black},2000000238259,designer,neutral,,0
{grey},2000000244697,designer,neutral,,0
{black},2000000794091,designer,neutral,,0
{black},2000000092508,designer,neutral,,0
"{grey,brown}",2000000159461,designer,neutral,,0
"{brown,black}",2000000021151,designer,neutral,,0
"{brown,black}",2000000722278,designer,neutral,,0
"{brown,black,beige}",2000000318177,designer,neutral,,0
{beige},2000000821862,designer,neutral,,0
{black},2000000821977,designer,neutral,,0
{brown},2000001124153,designer,neutral,,0
"{white,grey}",2000000073544,designer,neutral,,0
"{black,grey}",2000000592618,designer,neutral,,0
"{grey,brown}",2000000581747,designer,neutral,,0
"{black,grey}",2000000512266,designer,neutral,,0
{black},2000000812568,designer,neutral,,0
{grey},2000000309971,designer,neutral,,0
{black},2000000949794,designer,neutral,,0
"{beige,grey,brown}",2000000105423,designer,neutral,,0
{black},2000000690521,designer,neutral,,0
"{black,grey}",2000000851412,designer,neutral,,0
"{black,grey}",2000000796221,designer,neutral,,0
{grey},2000000147879,designer,neutral,,0
{pink},2000000649984,designer,neutral,,0
"{black,blue}",2000000524111,designer,neutral,,0
{white},2000000406580,designer,neutral,,0
"{beige,brown}",2000000648723,designer,neutral,,0
{blue},2000000660818,designer,neutral,,0
{black},2000000329285,designer,neutral,,0
{black},2000000685931,designer,neutral,,0
"{beige,green}",2000000222878,designer,neutral,,0
"{brown,beige}",2000000085742,designer,neutral,,0
{blue},2000000338012,designer,neutral,,0
{black},2000000525596,designer,neutral,,0
{black},2000000328710,designer,neutral,,0
{beige},2000000231229,designer,neutral,,0
"{black,grey}",2000000740802,designer,neutral,,0
{black},2000000544398,designer,neutral,,0
{black},2000000686196,designer,neutral,,0
{grey},2000000861632,designer,neutral,,0
"{black,grey}",2000000241989,designer,neutral,,0
{red},2000000685227,designer,neutral,,0
{black},2000000572934,designer,neutral,,0
{black},2000000687416,designer,neutral,,0
"{brown,green}",2000000360118,designer,neutral,,0
{blue},2000000259632,designer,neutral,,0
{black},2000000378798,designer,neutral,,0
{black},2000000688189,designer,neutral,,0
{black},2000000834496,designer,neutral,,0
{brown},2000000559300,designer,neutral,,0
{grey},2000000309198,designer,neutral,,0
{beige},2000000208349,designer,neutral,,0
"{beige,brown}",2000000428386,designer,neutral,,0
{black},2000000991711,designer,neutral,,0
{black},2000000739949,designer,neutral,,0
"{black,grey}",2000000778044,designer,neutral,,0
{grey},2000000210965,designer,neutral,,0
{white},2000000560809,designer,neutral,,0
{beige},2000000728288,designer,neutral,,0
"{black,grey}",2000000841479,designer,neutral,,0
{black},2000000056519,designer,neutral,,0
{grey},2000000697081,designer,neutral,,0
{black},2000000220222,designer,neutral,,0
{grey},2000000257407,designer,neutral,,0
{black},2000000785847,designer,neutral,,0
{white},2000000677989,designer,neutral,,0
{black},2000000054166,designer,neutral,,0
"{blue,cyan}",2000000784083,designer,neutral,,0
"{Blue,grey,White}",2000000185791,designer,neutral,,0
{grey},2000000373107,designer,neutral,,0
"{grey,beige}",2000000042821,designer,neutral,,0
{red},2000000792429,designer,neutral,,0
{black},2000000215256,designer,neutral,,0
"{black,yellow,orange}",2000000474175,designer,loud,,0
{black},2000000765677,designer,neutral,,0
{grey},2000000710946,designer,neutral,,0
"{beige,brown}",2000000413620,designer,neutral,,0
{beige},2000000727750,designer,neutral,,0
{black},2000000675293,designer,neutral,,0
{black},2000000593136,designer,neutral,,0
{brown},2000000754382,designer,neutral,,0
"{brown,beige}",2000000182441,designer,neutral,,0
{blue},2000000682907,designer,neutral,,0
{pink},2000000595823,designer,neutral,,0
"{pink,red}",2000000729484,designer,loud,,0
"{beige,brown}",2000000117830,designer,neutral,,0
{brown},2000000567463,designer,neutral,,0
"{brown,grey}",2000000837727,designer,neutral,,0
{white},2000000618647,designer,neutral,,0
{grey},2000000199456,designer,neutral,,0
"{beige,brown,grey}",2000000961992,designer,neutral,,0
{brown},2000000022396,designer,neutral,,0
"{white,grey,beige}",2000000317916,designer,neutral,,0
{black},2000000541789,designer,neutral,,0
"{orange,beige}",2000000976224,designer,neutral,,0
"{grey,purple}",2000000205694,designer,neutral,,0
"{black,brown}",2000000052207,designer,neutral,,0
"{black,beige}",2000000854316,designer,neutral,,0
{white},2000000784533,designer,neutral,,0
"{black,grey}",2000000793561,designer,neutral,,0
{white},2000000758968,designer,neutral,,0
{blue},2000000374598,designer,neutral,,0
"{beige,brown}",2000000159279,designer,neutral,,0
