brand,info,retailer,name,price,unbranded_name,sale_price,categories,tier,,,
Supreme,"Black cotton x Neighborhood 15th Anniversary T-shirt from supreme featuring a crew neck, short sleeves and a graphic print. These styles are supplied by a premium sneaker and street wear marketplace. Stocking only the most sought-after footwear and clothing, they source and curate some of the most hard-to-find items from around the world.",Farfetch,Supreme - x Neighborhood 15th Anniversary T-shirt - men - Cotton - M - Black,995,Supreme - x Neighborhood 15th Anniversary T-shirt - men - Cotton - M - Black,995,"{men_clothing,men_all,men_tops}",,,,
Giuseppe Zanotti,Ankle-high suede Chelsea boots in black. Almond toe. Elasticized gusset at sides. Tonal grosgrain pull-loop at heel. Tonal buffed leather lining. Tonal stacked leather block heel. Tonal leather sole. Approx. 1.5 heel. Supplier color: Black,SSENSE,Giuseppe Zanotti Black Suede Kanda Boots,995,Giuseppe Zanotti Black Suede Kanda Boots,995,"{women_all,women_boots,women_shoe}",,,,
Burberry,"The Webster - Classic British label Burberry has revamped its image, delivering more contemporary styles with a fresh finish. Of course, their signature Check pattern continues to be a globally-recognised mainstay in every collection. Made from brown cotton and wool, these brown double-layer tailored trousers from Burberry feature a check waist panel with hook and zip fly, an outer layer with belt loops, a hook and zip fly, side slit pockets, two back buttoned welt pockets and a straight leg.",The Webster,Burberry - Brown Women's Double-layer Tailored Straight-leg Trousers - The Webster,1090,Burberry - Brown Women's Double-layer Tailored Straight-leg Trousers - The Webster,,"{women_pants,women_clothing,women_all}",,,,
Yves Salomon - Meteo,Long sleeve wool coat in blue. Notched lapel collar. Double-breasted button closure at front. Welt pockets at waist. Fully lined. Off-white hardware. Supplier color: Glacier blue,SSENSE,Yves Salomon - Meteo Pink Woven Wool Coat,1180,Yves Salomon - Meteo Pink Woven Wool Coat,1180,"{women_clothing,women_all,women_coats_and_jackets}",,,,
Tod's,"Both stylish and functional thanks to the impeccable Italian craftsmanship we’ve come to expect from the label, these Tod’s sneakers interpret the brand’s heritage in a sophisticated yet casual way. Expertly constructed from white leather, these low-top sneakers are designed with perforated details, a round toe, a logo patch at the tongue, a pull tab at the rear, a lace-up front fastening and a brand embossed insole.",Farfetch,Tod's - perforated low-top sneakers - women - Leather/Rubber - 38.5 - White,1078,Tod's - perforated low-top sneakers - women - Leather/Rubber - 38.5 - White,1078,,,,,
Marni,"Marni has a subtle and subversive design approach, as seen in this burgundy cashmere knitted sweatshirt. Featuring a round neck, stitching details, long sleeves and a distressed finish.",Farfetch,"Marni - knitted sweatshirt - women - Cashmere - 44, 42, 40, 46 - Red",1090,"Marni - knitted sweatshirt - women - Cashmere - 44, 42, 40, 46 - Red",545,,,,,
Dolce & Gabbana,"Dolce & Gabbana’s sophisticated accessories are timeless classics that are a hallmark of the Italian fashion house’s artisanship and meticulous detail. Crafted in Italy from white calf leather, this Devotion crossbody bag features a chain and leather strap, a top zip fastening, a quilted effect, a front heart logo plaque, antique effect gold-tone hardware, a main internal compartment, an internal slip pocket and an internal logo stamp.",Farfetch,Dolce & Gabbana - Devotion crossbody bag - women - Calf Leather - One Size - White,1150,Dolce & Gabbana - Devotion crossbody bag - women - Calf Leather - One Size - White,1150,,,,,
Saint Laurent,"This leather and velvet monogram crossbody bag from Saint Laurent features a foldover top with magnetic closure, a gold-tone logo plaque, an adjustable shoulder strap and an internal zipped pocket. Composition 100% Leather 100% Velvet Made in Italy STL38P072",Kirna Zabete,Monogram Crossbody Bag,1190,Monogram Crossbody Bag,1190,"{women_bag,women_all,women_shoulder_bags}",,,,
Herno,Herno Laminar Houndstooth Raincoat - 100% Exclusive-Men,Bloomingdale's,Herno Laminar Houndstooth Raincoat - 100% Exclusive,1080,Herno Laminar Houndstooth Raincoat - 100% Exclusive,,"{men_coats_and_jackets,men_clothing,men_all}",,,,
Givenchy,Givenchy personalises a classic wool jumper with bold style. The French brand's logo appears in a contrasting colour. On top is another colourful version. This very stylish jumper for men will complement original and sophisticated looks.,24S,Givenchy wool jumper,1120,Givenchy wool jumper,,"{men_clothing,men_all,men_sweater}",,,,
Borgo de Nor,"A tropical print for a tropical princess. Too cheesy? Well, this multicoloured silk blend Alyona tropical floral print dress from Borgo De Nor gets you one step closer to becoming Princess Moana. Whether you like it or not. But what's not to love? Featuring a halter strap, an open back, a concealed rear zip fastening, a fitted waist, a draped design, a floral pattern, a side slit and a long length.",Farfetch,"Borgo De Nor - Alyona tropical floral print dress - women - Silk/Polyester - 6, 8, 10, 12, 14 - Black",955,"Borgo De Nor - Alyona tropical floral print dress - women - Silk/Polyester - 6, 8, 10, 12, 14 - Black",955,"{women_clothing,women_all,women_dresses}",,,,
Ermenegildo Zegna,"We all know that happiness is feeling good. Made from dark green wool, this knitted polo shirt from Ermenegildo Zegna is meant to do just that. So, enjoy it! Featuring a classic polo collar, a concealed front button placket, long sleeves, a ribbed hem and cuffs and a straight hem.",Farfetch,"Ermenegildo Zegna - knitted polo shirt - men - Wool - 48, 50, 52, 54, 56 - Green",1190,"Ermenegildo Zegna - knitted polo shirt - men - Wool - 48, 50, 52, 54, 56 - Green",1190,,,,,
Miu Miu,"Whether it's their ready-to-wear line or accessories, Miu Miu designs classic silhouettes with an eclectic twist. This matelassé leather shoulder bag features a chain and leather strap and a matching gold-tone logo plaque.",Farfetch,Miu Miu - matelassé shoulder bag - women - Cotton/Leather/Nappa Leather/metal - One Size - PINK,1220,Miu Miu - matelassé shoulder bag - women - Cotton/Leather/Nappa Leather/metal - One Size - PINK,1220,,,,,
Roland Mouret,"Roland Mouret top in stretch crepe. Asymmetric cowl neckline. Long sleeves; flare cuffs. Fit-and-flare silhouette. Peplum hem. Exposed back zip. Viscose/acetate/spandex. Lining, acetate/silk/spandex. Imported.",Bergdorf Goodman,Long-Sleeve Asymmetric Peplum Top,1120,Long-Sleeve Asymmetric Peplum Top,,"{women_all,women_clothing,women_tops}",,,,
Dolce & Gabbana,"Iconic Italian fashion house Dolce & Gabbana is famed across the globe for its sophisticated, chic and exquisitely crafted clothing and accessories. Update your style this season with this bordeaux red calf leather and cotton-blend textured logo embellished bag from Dolce & Gabbana featuring a textured style, a gold-tone chain shoulder strap, metallic embellishments, a foldover top and an internal zipped pocket.",Farfetch,Dolce & Gabbana - textured logo embellished bag - women - Cotton/Spandex/Elastane/Calf Leather - One Size - Red,995,Dolce & Gabbana - textured logo embellished bag - women - Cotton/Spandex/Elastane/Calf Leather - One Size - Red,995,"{women_bag,women_all,women_shoulder_bags}",,,,
Balenciaga,"Designed to make you think, this piece demonstrates Balenciaga's innovative approach, entirely unique vision and forward-thinking ethos.  Crafted from black leather, these belt mule pumps feature a slip-on style, a pointed toe, buckle strap detailing and a metal kitten heel.",Farfetch,Balenciaga - belt mule pumps - women - Leather - 37 - Black,1190,Balenciaga - belt mule pumps - women - Leather - 37 - Black,595,"{women_shoe,women_all,women_mules}",,,,
Bao Bao Issey Miyake,Grey geometric panel backpack from Bao Bao Issey Miyake.,Farfetch,Bao Bao Issey Miyake - geometric panel backpack - women - Polyester - One Size - Grey,1117,Bao Bao Issey Miyake - geometric panel backpack - women - Polyester - One Size - Grey,1117,"{women_bag,women_all,women_backpacks}",,,,
AQUAZZURA,"Based in Florence, Aquazzura takes inspiration from the traditional craftsmanship and turn it into glamour, modern design and extremely appealing footwear. Combining the European and modern America aesthetic, the result is all about classic silhouettes boasted with modern sophistication.  Crafted in Italy from calf leather and leather, these black suede high heel boots from Aquazzura feature an almond toe, a knee length and a gold-tone logo plaque at the sole.",Farfetch,"Aquazzura - suede high heel boots - women - Calf Suede/Leather/Calf Leather - 39, 37, 37,5, 36, 38,5, 38 - Black",1157,"Aquazzura - suede high heel boots - women - Calf Suede/Leather/Calf Leather - 39, 37, 37,5, 36, 38,5, 38 - Black",1157,,,,,
Tibi,"Blazers are more than just workwear. And this brown wool blend double-breasted herringbone blazer from Tibi will soon become your go-to pick for tailored staples with a feminine edge. If you aren't sure, ask the slim gathered waist. Featuring notched lapels, a front button fastening, long sleeves, an elasticated waistband and  side slit pockets.",Farfetch,Tibi - double-breasted herringbone blazer - women - Cotton/Polyamide/Cupro/Alpaca - 6 - Brown,995,Tibi - double-breasted herringbone blazer - women - Cotton/Polyamide/Cupro/Alpaca - 6 - Brown,564,"{women_clothing,women_all,women_coats_and_jackets}",,,,
Balenciaga,Quilted nappa calfskin shoulder bag in black. Detachable and adjustable shoulder strap with lobster clasp fastening. Logo hardware at face. Silver-tone logo stamp and note slot at interior. Tonal grained calfskin lining. Logo-engraved antiqued silver-tone hardware. Approx. 4 length x 7.5 height x 2 width. Supplier color: Black,SSENSE,Balenciaga Black B. Touch Rectangle Bag,1090,Balenciaga Black B. Touch Rectangle Bag,1090,{women_shoulder_bags},,,,
Burberry,"We know you are a complicated creature. One day you really want something and, on the next day, you want something else. With this dark camel-tone cashmere Vintage Check two-sided oversized scarf from Burberry, you actually get to choose. Which side are you today? Featuring fringed edges, a two-sided design, a quilted effect to one side, a Vintage Check pattern to the other and brown lambskin trims.",Farfetch,Burberry - Vintage Check two-sided oversized scarf - women - Cashmere/Lamb Skin/Polyester - One Size - Brown,960,Burberry - Vintage Check two-sided oversized scarf - women - Cashmere/Lamb Skin/Polyester - One Size - Brown,960,,,,,
Dolce & Gabbana,"For SS19 Dolce & Gabbana explore the concept of luxe sportswear bringing a contemporary update to their much-loved classics. Comfortable and breathable, these edgy black and gold Sorrento Melt sneakers feature a slip-on style, a mesh upper, a branded insole, rear logo stretch bands, lycra footbed and two-tone chunky rubber sole.",Farfetch,"Dolce & Gabbana - Sorrento Melt sneakers - men - Viscose/Polyamide/Rubber/Polyester - 40, 41, 40,5, 41,5 - Black",1075,"Dolce & Gabbana - Sorrento Melt sneakers - men - Viscose/Polyamide/Rubber/Polyester - 40, 41, 40,5, 41,5 - Black",1075,"{men_shoe,men_all,men_sneakers}",,,,
Chloé,Long sleeve stretch knit wool and cashmere-blend sweater in white. Yellow topstitching at cuffs and rib knit crewneck collar. Detachable rib knit sleeves with button fastening for alternate styling. Rib knit hem. Vented side-seams. Graphic-engraved silver-tone hardware. Supplier color: Soft white,SSENSE,Wool and cashmere sweatshirt,1233,Wool and cashmere sweatshirt,493,"{women_clothing,women_all,women_sweatshirts}",,,,
Chloé,Chloe Faye Shoulder Suede/Smooth Small Saffron Red,StockX,Chloe Faye Shoulder Suede/Smooth Small Saffron Red,975,Chloe Faye Shoulder Suede/Smooth Small Saffron Red,,"{women_bag,women_all,women_shoulder_bags}",,,,
Saint Laurent,"The Webster - With structured jackets, sheer constructions, and an abundance of animal prints, Saint Laurent's Aw 19 collection was an alluring and provocative assertion of glamour, as seen here with this bright fuchsia and black mohair-wool blend animal patterned jumper. Featuring a ribbed round neck, long sleeves and a fitted silhouette.",SSENSE,Saint Laurent Pink Jacquard Zebra Sweater,990,Saint Laurent Pink Jacquard Zebra Sweater,990,"{women_clothing,women_all,women_sweater}",,,,
VALENTINO,Pre-order this style today! Add to Shopping Bag to view approximate ship date. You'll be charged only when your item ships.A gleaming V-logo brands a supple lambskin leather case that's streamlined and slim-profiled. Style Name: Valentino Garavani Medium V-Logo Leather Pouch. Style Number: 5900464. Available in stores.,NORDSTROM,Valentino Garavani Medium V-Logo Leather Pouch -,995,Valentino Garavani Medium V-Logo Leather Pouch -,995,"{women_bag,women_all,women_clutches}",,,,
Fabiana Filippi,"Grey silk-cashmere blend turtleneck knit sweater from Fabiana Filippi featuring a turtle neck, a ribbed design, a slim fit and a knitted style.",Farfetch,Fabiana Filippi - turtleneck knit sweater - women - Silk/Cashmere - 44 - Grey,965,Fabiana Filippi - turtleneck knit sweater - women - Silk/Cashmere - 44 - Grey,483,"{women_clothing,women_all,women_sweater}",,,,
Gucci,Skinny-fit leather effect coated stretch denim jeans in black. High-rise. Five-pocket styling. Belt loops at waistband. Tonal leather logo patch at back waistband. Zip-fly. Bronze-tone and copper-tone hardware. Tonal stitching.,SSENSE,Gucci Black Coated Skinny Jeans,980,Gucci Black Coated Skinny Jeans,980,"{men_clothing,men_all,men_jeans}",,,,
Acne Studios,Wide-leg wool and viscose-blend twill trousers in taupe. High-rise. Four-pocket styling. Belt loops at modified waistband. Pleats at front. Central crease at back. Rolled cuffs. Button-fly. Partially lined. Supplier color: Antique brown,SSENSE,Acne Studios Taupe Perrie Suit Trousers,1000,Acne Studios Taupe Perrie Suit Trousers,1000,"{women_clothing,women_all,women_pants}",,,,
Stella McCartney,"Stella McCartney opted for an elevated streetwear vibe for her brand’s new collection, approaching the new season with a strong, sharp and confident attitude while continuing to adhere to her eco-friendly aesthetic. This beige artificial leather Falabella fold over tote from Stella McCartney features top handles, gold-tone hardware, a magnetic closure, a main internal compartment, an internal zipped pocket, a hanging charm and a chain trimming along the edges.  POSITIVELY CONSCIOUS: We’ve joined forces with ethical agency Good On You to give you the power to choose positively. This piece is from a brand that scores well on their key criteria.",Farfetch,Stella McCartney - Falabella fold over tote - women - Artificial Leather - One Size - NEUTRALS,1025,Stella McCartney - Falabella fold over tote - women - Artificial Leather - One Size - NEUTRALS,1025,"{women_bag,women_all,women_tote_bags}",,,,
Saint Laurent,"Saint Laurent suede booties with harness detail at sides. 1.8"" stacked block heel. Round toe. Side zip eases dress. Leather lining. Smooth outsole. ""West"" is made in Italy.",Bergdorf Goodman,"West Suede Harness Booties, Brown",1095,"West Suede Harness Booties, Brown",,"{women_shoe,women_all,women_boots}",,,,
Prada,"Founded by Mario Prada and continued by his granddaughter, Miuccia continues to produce the finest Milanese creations for a sartorial crowd that delights in the unusual. Expect to see intricately printed fabrics inspired by the current artistic sphere, realised into harmonious pieces routed in Italian atelier technique. This lightweight  jacket from Prada features a funnel neck, a front zip fastening, a snap button closure, long sleeves and elasticated cuffs.",Farfetch,Prada - lightweight  jacket - men - Polyamide/Polyester - XXL - Blue,960,Prada - lightweight  jacket - men - Polyamide/Polyester - XXL - Blue,768,,,,,
Jimmy Choo,"“The Jimmy Choo woman is unanchored and transient, constantly on the move, which makes her so of the moment.” said the brand’s creative director. Crafted from patent leather, these white Kix 65mm mesh ankle boots from Jimmy Choo feature a back zip fastening, a mesh panel, a pointed toe, a 65mm tapered heel and a leather sole.",Farfetch,"Jimmy Choo - Kix 65mm mesh ankle boots - women - Leather/Patent Leather/Nylon - 36, 37, 38, 39 - White",1195,"Jimmy Choo - Kix 65mm mesh ankle boots - women - Leather/Patent Leather/Nylon - 36, 37, 38, 39 - White",717,"{women_shoe,women_all,women_boots}",,,,
Ulla Johnson,"Multicoloured silk blend Prisma floral print dress from Ulla Johnson featuring a ruffled neck, a back button fastening, a rear keyhole detail, a pleated front bib, long sleeves, fitted cuffs, a belted waist, a flared skirt and a mid-length.",Farfetch,"Ulla Johnson - Prisma floral print dress - women - Silk/Viscose - 6, 4, 8 - Black",979,"Ulla Johnson - Prisma floral print dress - women - Silk/Viscose - 6, 4, 8 - Black",930,,,,,
Saint Laurent,"Black cotton, silk and virgin wool striped tailored trousers from Saint Laurent featuring a high rise, a concealed front fastening, belt loops,  side slit pockets, a striped pattern, a turned up hem, back buttoned welt pocket and a slim fit.",Farfetch,"Saint Laurent - striped tailored trousers - men - Virgin Wool/Cotton/Silk - 52, 48, 50, 44, 46 - Black",990,"Saint Laurent - striped tailored trousers - men - Virgin Wool/Cotton/Silk - 52, 48, 50, 44, 46 - Black",990,"{men_clothing,men_all,men_pants}",,,,
Fear of God,"Black cotton flocked insignia sweatshirt from Fear Of God featuring a high standing collar, a drawstring fastening, appliqué detailing, dropped shoulders, panelled long sleeves and a ribbed hem and cuffs.",Farfetch,"Fear Of God - flocked insignia sweatshirt - men - Cotton - XS, M - Black",997,"Fear Of God - flocked insignia sweatshirt - men - Cotton - XS, M - Black",997,"{men_clothing,men_all,men_sweatshirts}",,,,
Ellery,Grey wit wool blend draped chest dress from Ellery.,Farfetch,Ellery - draped chest dress - women - Spandex/Elastane/Polyester/Wool/Rayon - 6 - Grey,969,Ellery - draped chest dress - women - Spandex/Elastane/Polyester/Wool/Rayon - 6 - Grey,485,,,,,
ISABEL MARANT,Raw-cut edges both modernize and soften the tailoring of this double-breasted wool jacket designed with strong shoulders and a boxy silhouette. Style Name: Isabel Marant Double Breasted Boucle Wool Jacket. Style Number: 5927885. Available in stores.,NORDSTROM,Women's Isabel Marant Double Breasted Boucle Wool Jacket,1125,Women's Isabel Marant Double Breasted Boucle Wool Jacket,1125,"{women_clothing,women_all,women_coats_and_jackets}",,,,
Versace,"The Webster - Yellow leopard print sweater from Versace featuring an regular silhouette, a round neck, long sleeves, ribbed hem and cuffs, an intarsia logo on the front, a knitted design and a straight hem. Pair it with black trousers and brogues to channel the brand's eclectic mood.",The Webster,Versace Yellow Jacquard Pop Animalier Sweater,1025,Versace Yellow Jacquard Pop Animalier Sweater,1025,"{men_clothing,men_all,men_sweater}",,,,
Balenciaga,"Step into the new season in style with these black leather BB kitten-heel pumps from Balenciaga. Featuring a pointed toe, a branded insole, a slip-on style, a low heel and a silver-tone double B logo to the front.",Farfetch,"Balenciaga - BB kitten-heel pumps - women - Leather - 38,5, 36,5, 36, 37, 39, 38 - Black",995,"Balenciaga - BB kitten-heel pumps - women - Leather - 38,5, 36,5, 36, 37, 39, 38 - Black",995,"{women_shoe,women_all,women_pumps}",,,,
John Hardy,"Inspired by the powerful legends of the past, this handcrafted statement ring has a magnificent sapphire-eyed dragon setting alight with midnight-black pave. Style Name: John Hardy Legends Naga Ring. Style Number: 5457828. Available in stores.",Bloomingdale's,Men's John Hardy Legends Naga Ring,1200,Men's John Hardy Legends Naga Ring,1200,"{men_accessory,men_all,men_jewelry}",,,,
Bric's,"Business case made of saffiano leather. 15""W x 9""D x 17""T. Made in Italy.",Bergdorf Goodman,Varese Wheeled Business Case Luggage,995,Varese Wheeled Business Case Luggage,,"{men_luggage,men_bag,men_all,women_luggage,women_bag,women_all,luggage}",,,,
MICHELE,"Michele Deco Two-Tone Diamond Dial Watch Head, 33mm x 35mm - 100% Exclusive-Jewelry & Accessories",Bloomingdale's,"Michele Deco Two-Tone Diamond Dial Watch Head, 33mm x 35mm - 100% Exclusive",1095,"Michele Deco Two-Tone Diamond Dial Watch Head, 33mm x 35mm - 100% Exclusive",,"{women_accessory,women_all,women_watches}",,,,
Gucci,"The Webster - GG logo print polo shirt from Gucci featuring a relaxed silhouette, a pointed collar, short sleeves, front button fastenings, a straight hem and the brand's iconic interlocking logo embroidered all throughout. Pair it with side stripe track pants and low top sneakers for a laid-back mood.",The Webster,Gucci - Blue Men's GG Logo Print Polo Shirt - The Webster,1100,Gucci - Blue Men's GG Logo Print Polo Shirt - The Webster,,"{men_clothing,men_all,men_activewear}",,,,
Alexis,"White cotton Afonsa dress from Alexis featuring a sweetheart neckline, short sleeves, a short length, a ruffled hem, decorative perforations, embroidered details and a scalloped lace hem.",Farfetch,Alexis - Afonsa dress - women - Cotton - M - White,1027,Alexis - Afonsa dress - women - Cotton - M - White,924,"{women_clothing,women_all,women_dresses}",,,,
Rickie Freeman for Teri Jon,Rickie Freeman for Teri Jon satin gown with tulle overlay and floral embroidery. Square neckline, buttoned-keyhole back. Three quarter sleeves. Shirred bodice. Column silhouette. Floor length. Back zip. Polyester. Imported.,Bergdorf Goodman,3/4-Sleeve Satin Gown with Tulle Overlay & Floral Embroidery,1060,3/4-Sleeve Satin Gown with Tulle Overlay & Floral Embroidery,,"{women_clothing,women_all,women_dresses}",,,
Sergio Rossi,"Silver leather sr1 pumps from Sergio Rossi featuring a pointed toe, a shiny glitter upper, a high heel and a metal palladium plate to the toe vamp with a logo engraved. Your made-to-order shoes will take 5 weeks to produce and deliver. Please note that returns are not accepted for customized pieces.",Farfetch,"Sergio Rossi - sr1 pumps - women - Cotton/Polyester/Calf Leather/Polyamide - 36, 38.5, 40, 34, 39, 38, 35, 39.5, 37, 41.5, 37.5, 36.5, 34.5, 41, 35...",975,"Sergio Rossi - sr1 pumps - women - Cotton/Polyester/Calf Leather/Polyamide - 36, 38.5, 40, 34, 39, 38, 35, 39.5, 37, 41.5, 37.5, 36.5, 34.5, 41, 35...",975,,,,,
The Row,"THE ROW calf leather pumps with bow detail. 3.2"" covered stiletto heel. Pointed toe. Slip-on style. Leather lining. ""Champagne"" is made in Italy.",Bergdorf Goodman,Champagne Bow Pumps,995,Champagne Bow Pumps,398,"{women_pumps,women_all,women_shoe}",,,,
Yvonne Leon,This delicate palm-tree-shaped earring from Yvonne Leon has been crafted in France from 18 karat gold and strung with a chain tipped with a diamond gem. 100% 18kt Gold, 100% Diamond Sold as singular earring Made in France YL38PPALYGO,Kirna Zabete,Palm Tree 18K Gold Diamond Single Earring,1055,Palm Tree 18K Gold Diamond Single Earring,1055,"{women_accessory,women_all,women_earrings}",,,
Maison Margiela,"Inspired by the Japanese tabi sock, this iconic split-toe boot is done in supple leather and set on a curvy, tapered stiletto heel. Style Name: Maison Margiela Tabi Stiletto Ankle Boot (Women). Style Number: 5864335. Available in stores.",SSENSE,Maison Margiela Black Stiletto Tabi Boots,1075,Maison Margiela Black Stiletto Tabi Boots,1075,"{women_shoe,women_all,women_boots}",,,,
Jimmy Choo,"Unleash your inner glamour queen. Updated in gold-tone glitter, these leather Minase 85mm glitter sandals from Jimmy Choo are both delicate and bold. You can do it all. Featuring a side buckle fastening, a square toe, an open toe, crystal accents, glitter details, a chunky high heel and a branded insole.",Farfetch,"Jimmy Choo - Minase 85mm glitter sandals - women - Calf Leather/Goat Skin/PVC - 34, 34,5, 35, 35,5, 36, 36,5, 37, 37,5, 38, 38,5, 39, 39,5, 40, 40,...",995,"Jimmy Choo - Minase 85mm glitter sandals - women - Calf Leather/Goat Skin/PVC - 34, 34,5, 35, 35,5, 36, 36,5, 37, 37,5, 38, 38,5, 39, 39,5, 40, 40,...",995,,,,,
Stella McCartney,"Stella McCartney’s takes a stand against climate change in her Resort collection ‘Forces For Nature’, based on the idea that ‘We Are The Weather’, with sun and cloud motifs and hand-drawn floral designs displayed across clothes and accessories. This pink small floral Falabella tote features a silver-tone chain shoulder strap, top handles, an engraved logo charm, an embroidered floral design and an internal slip pocket. Choose Positively: Every piece has a story – this label ensures that the tale is one with environmental and social consciousness at its heart.",Farfetch,Stella McCartney - small floral Falabella tote - women - Polyester - One Size - PINK,1165,Stella McCartney - small floral Falabella tote - women - Polyester - One Size - PINK,1165,,,,,
Gucci,"Oversized and offbeat accessories dominated the runway of Gucci’s winter collection, with theatrical masks, costume jewellery cuffs and logo printed knee pads, drawing attention to the accessories over the garments. Complementing the looks of the Fall Winter 2019 collection, this bracelet is part of a line of bold styles, enriched by engravings that result in a striped, scratched-like texture. The Interlocking G detail further enhances the statement accessory, crafted from gold-tone metal.",Farfetch,Gucci - GG detail double cuff - men - metal - One Size - 0710,1100,Gucci - GG detail double cuff - men - metal - One Size - 0710,1100,"{men_accessory,men_all,men_jewelry}",,,,
OAMC,Black virgin wool tailored trousers from OAMC.,Farfetch,OAMC - tailored trousers - men - Virgin Wool - 50 - Black,954,OAMC - tailored trousers - men - Virgin Wool - 50 - Black,668,,,,,
Etro,"Etro is bohemian at heart, pumping exuberant prints, vibrant colours and intriguing textures around its coveted designs. For the AW18 collection, Veronica Etro chose to incorporate a technological element into the equation, with 3D models being used to place the prints that were inspired by the Ballet Russe, into exactly the right position. The outcome presented some incredible ensembles that created a visual feast. This rust and blue multi silk all-over printed classic shirt from Etro features a classic collar, a front button fastening, long sleeves, button cuffs and a straight hem.",Farfetch,Etro - all-over printed classic shirt - women - Silk - 44 - Blue,1020,Etro - all-over printed classic shirt - women - Silk - 44 - Blue,510,,,,,
Gianvito Rossi,"The Webster - Aria Block Heel Sandal from Gianvito Rossi fetauring a nude suede composition, crystal embellished ankle and toe straps, a bow detail at the front and a 105mm heel. These shoes dress up a ripped jean and can be worn to a cocktail event that will require a ton of dancing.",The Webster,"Gianvito Rossi - Neutral Women's Aria Block Heel Sandal, Nude - The Webster",1195,"Gianvito Rossi - Neutral Women's Aria Block Heel Sandal, Nude - The Webster",,"{women_shoe,women_all,women_sandals}",,,,
Gucci,Swiss-made stainless steel two-hand watch in silver-tone. Flat lens at circular face. Sunbrushed dial featuring signature graphics in gold-tone and silver-tone. Engraved logo at back face. ETA quartz movement. Stainless steel and yellow gold PVD-coated band featuring press-release fastening. Water resistant up to 50 meters. Approx. 1.5 diameter. Supplier color: Silver/Gold,SSENSE,"Women's Gucci G-Timeless Bee Bracelet Watch, 38Mm",1150,"Women's Gucci G-Timeless Bee Bracelet Watch, 38Mm",1150,"{women_accessory,women_all,women_watches,men_accessory,men_all,men_watches}",,,,
Off-White,"Buffed leather tote in off-white featuring multicolor logos throughout. Twin leather carry handles in burgundy at top. Detachable logo-woven webbing shoulder strap in burgundy with post-stud fastenings. Zippered pocket, logo text printed in white, and logo-engraved binder clip hardware on leather lanyard at interior. Leather lining in black. Approx. 9.25 length x 12 height x 4 width. Supplier color: Multicolor",SSENSE,Off-White Off-White Multilogo Tote,1060,Off-White Off-White Multilogo Tote,1060,"{women_bag,women_all,women_tote_bags}",,,,
BAPE,BAPE x Naruto L/S Tee Black,StockX,BAPE x Naruto L/S Tee Black,1000,BAPE x Naruto L/S Tee Black,,"{men_clothing,men_all,men_tops}",,,,
MICHELE,"Michele Deco Ii Mid Watch Head, 27mm - 100% Exclusive-Jewelry & Accessories",Bloomingdale's,"Michele Deco Ii Mid Watch Head, 27mm - 100% Exclusive",995,"Michele Deco Ii Mid Watch Head, 27mm - 100% Exclusive",,"{women_accessory,women_all,women_watches}",,,,
Gucci,blue princetown shearling lined leather backless loafers from Gucci.,Farfetch,"Gucci - blue princetown shearling lined leather backless loafers - women - Leather/Calf Hair - 37, 40 - Blue",995,"Gucci - blue princetown shearling lined leather backless loafers - women - Leather/Calf Hair - 37, 40 - Blue",995,,,,,
Cecilie Bahnsen,"Signature pouffy sleeves sweeten a handmade babydoll dress flared by a gathered, drop-waist skirt that's raised in back to further exaggerate the volume. Style Name: Cecilie Bahnsen Alexa Puff Sleeve Faille Babydoll Dress. Style Number: 5875551. Available in stores.",NORDSTROM,Women's Cecilie Bahnsen Alexa Puff Sleeve Faille Babydoll Dress,995,Women's Cecilie Bahnsen Alexa Puff Sleeve Faille Babydoll Dress,995,"{women_clothing,women_all,women_dresses}",,,,
VALENTINO,"Valentino brings a chunk of style with these Valentino Garavani x Undercover Skull Climber chunky sneakers. Crafted from red pur leather, this paris has a chunky style and a skull logo patch on the heel counter. Featuring mesh panels, a lace-up front fastening, a logo patch at the tongue, a round toe, branded heel counter, a chunky rubber sole and side logo stamps.",Farfetch,"Valentino - Valentino Garavani x Undercover Skull Climber sneakers - men - Leather/Nylon/Rubber - 39, 40, 40.5, 41, 41.5, 42, 42.5, 43, 44, 45 - Red",975,"Valentino - Valentino Garavani x Undercover Skull Climber sneakers - men - Leather/Nylon/Rubber - 39, 40, 40.5, 41, 41.5, 42, 42.5, 43, 44, 45 - Red",975,"{men_shoe,men_all,men_sneakers}",,,,
Jil Sander,"When you've got a tough week ahead of you, prepare yourself to boot out your duties one by one. Slip into these Jil Sander burgundy chunky chelsea boots that are carefully crafted from Italian red leather and ready to take on whatever mean streets lay in front of you with a ridged rubber sole that keeps you firmly planted on the ground. Be the boss in these boots. Featuring contrasting panels, a smooth surface with a matte finish, an ankle length, a pull tab at the rear and elasticated side panels.",Farfetch,"Jil Sander - chunky chelsea boots - women - Leather/Rubber - 37, 36, 38, 41 - Red",964,"Jil Sander - chunky chelsea boots - women - Leather/Rubber - 37, 36, 38, 41 - Red",964,,,,,
